   1.1200000e+02   3.1800000e+00  -4.1256037e+00
   1.4400000e+02   3.1800000e+00  -4.0453459e+00
   1.7100000e+02   3.1800000e+00  -4.2160256e+00
   1.5300000e+02   3.1800000e+00  -4.0259364e+00
   2.4300000e+02   3.1800000e+00  -5.1805332e+00
   7.4000000e+01   3.1166667e+00  -4.0131273e+00
   5.5000000e+01   3.1166667e+00  -3.2111868e+00
   4.4000000e+01   3.1166667e+00  -3.7323745e+00
   3.9000000e+01   3.1166667e+00  -3.6489521e+00
   4.5000000e+01   3.1166667e+00  -3.2368149e+00
   1.4200000e+02   3.1166667e+00  -4.6553949e+00
   1.4400000e+02   2.8833333e+00  -4.9337935e+00
   1.3500000e+02   2.8833333e+00  -4.5985555e+00
   1.2100000e+02   2.8833333e+00  -4.6458293e+00
   1.1500000e+02   2.8833333e+00  -5.0097785e+00
   1.1400000e+02   2.8833333e+00  -4.5133209e+00
   1.2500000e+02   2.8833333e+00  -4.8261667e+00
   1.2700000e+02   2.8750000e+00  -4.4473682e+00
   1.2500000e+02   2.8750000e+00  -4.5903744e+00
   1.1800000e+02   2.8750000e+00  -4.8962476e+00
   1.4600000e+02   3.5571429e+00  -3.8805522e+00
   1.3800000e+02   3.5571429e+00  -3.3804244e+00
   1.2500000e+02   3.5571429e+00  -4.0762155e+00
   1.2000000e+02   3.5571429e+00  -3.8925958e+00
   1.5200000e+02   3.5571429e+00  -4.1149485e+00
   1.1800000e+02   3.5571429e+00  -3.8349615e+00
   1.2800000e+02   3.5571429e+00  -3.8554604e+00
   7.4000000e+01   2.7625000e+00  -4.6043082e+00
   5.5000000e+01   2.7625000e+00  -3.6511242e+00
   3.3000000e+01   2.7625000e+00  -4.2555883e+00
   4.3000000e+01   2.7625000e+00  -4.0020605e+00
   1.0400000e+02   2.7625000e+00  -4.9276743e+00
   3.8000000e+01   2.7625000e+00  -4.0388634e+00
   4.5000000e+01   2.7625000e+00  -3.7280902e+00
   1.4300000e+02   2.7625000e+00  -5.0412498e+00
   1.2100000e+02   3.6000000e+00  -3.6144938e+00
   1.4800000e+02   3.6000000e+00  -3.4650988e+00
   8.3000000e+01   3.6000000e+00  -3.5392334e+00
   7.2000000e+01   3.6000000e+00  -3.5367210e+00
   1.3900000e+02   3.6000000e+00  -4.1052614e+00
   1.6500000e+02   3.6000000e+00  -3.5805359e+00
   7.5000000e+01   3.6000000e+00  -3.3465923e+00
   1.3500000e+02   3.6000000e+00  -3.5711830e+00
   9.4000000e+01   3.6000000e+00  -3.3382839e+00
   2.4000000e+02   3.6000000e+00  -4.6458604e+00
   9.1000000e+01   3.7111111e+00  -3.1362474e+00
   5.1000000e+01   3.7111111e+00  -3.0098703e+00
   1.1100000e+02   3.7111111e+00  -3.3994472e+00
   1.4800000e+02   3.7111111e+00  -3.5287898e+00
   6.3000000e+01   3.7111111e+00  -3.4696626e+00
   3.5000000e+01   3.7111111e+00  -2.4324514e+00
   7.5000000e+01   3.7111111e+00  -3.1162917e+00
   1.2700000e+02   3.7111111e+00  -3.7003614e+00
   2.1000000e+02   3.7111111e+00  -3.9627187e+00
   1.2600000e+02   2.8666667e+00  -4.5605218e+00
   8.7000000e+01   2.8666667e+00  -4.4280310e+00
   7.4000000e+01   2.8666667e+00  -4.5488031e+00
   1.4400000e+02   2.8666667e+00  -5.1047776e+00
   7.7000000e+01   2.8666667e+00  -4.3470795e+00
   9.8000000e+01   2.8666667e+00  -4.4443914e+00
   1.1700000e+02   2.8666667e+00  -4.3982487e+00
   1.3900000e+02   2.8666667e+00  -4.8236962e+00
   1.0400000e+02   2.8666667e+00  -4.4379712e+00
   8.4000000e+01   2.8666667e+00  -4.8675787e+00
   7.6000000e+01   2.8666667e+00  -4.8240477e+00
   1.3200000e+02   2.8666667e+00  -5.0364447e+00
   1.5600000e+02   2.8666667e+00  -4.8068307e+00
   7.6000000e+01   2.8666667e+00  -4.8064881e+00
   9.2000000e+01   2.8666667e+00  -4.8194809e+00
   1.8300000e+02   2.8777778e+00  -5.1792752e+00
   1.3200000e+02   2.8777778e+00  -4.7934367e+00
   1.3100000e+02   2.8777778e+00  -5.0217259e+00
   1.3900000e+02   2.8777778e+00  -4.7149215e+00
   1.6500000e+02   2.8777778e+00  -5.3232977e+00
   1.9100000e+02   2.8777778e+00  -4.9718689e+00
   1.3700000e+02   2.8777778e+00  -4.9463834e+00
   1.3300000e+02   2.8777778e+00  -4.8507201e+00
   5.3000000e+01   2.8777778e+00  -4.8306902e+00
   8.1000000e+01   4.1363636e+00  -3.0608316e+00
   1.2400000e+02   4.1363636e+00  -3.0030555e+00
   7.2000000e+01   4.1363636e+00  -2.3687100e+00
   7.8000000e+01   4.1363636e+00  -2.3116200e+00
   9.6000000e+01   4.1363636e+00  -2.9147916e+00
   1.0600000e+02   4.1363636e+00  -3.4430756e+00
   1.3400000e+02   4.1363636e+00  -2.8517170e+00
   8.8000000e+01   4.1363636e+00  -2.4709437e+00
   8.8000000e+01   4.1363636e+00  -2.7722020e+00
   7.5000000e+01   4.1363636e+00  -2.6699058e+00
   9.6000000e+01   4.1363636e+00  -3.2549472e+00
   7.8000000e+01   2.9000000e+00  -4.7773665e+00
   1.2200000e+02   2.9000000e+00  -4.6723007e+00
   6.9000000e+01   2.9000000e+00  -4.1264813e+00
   7.5000000e+01   2.9000000e+00  -4.0857469e+00
   9.3000000e+01   2.9000000e+00  -4.8295297e+00
   1.0300000e+02   2.9000000e+00  -5.3621458e+00
   8.5000000e+01   2.9000000e+00  -4.2889881e+00
   8.5000000e+01   2.9000000e+00  -4.3580581e+00
   9.9000000e+01   2.9000000e+00  -5.0892966e+00
   7.9000000e+01   2.5500000e+00  -5.0473915e+00
   7.0000000e+01   2.5500000e+00  -4.5116363e+00
   7.6000000e+01   2.5500000e+00  -4.6235688e+00
   9.4000000e+01   2.5500000e+00  -5.3004155e+00
   1.0400000e+02   2.5500000e+00  -5.7056375e+00
   9.6000000e+01   2.5500000e+00  -5.5995989e+00
   7.5000000e+01   2.9666667e+00  -4.7143624e+00
   1.2500000e+02   2.9666667e+00  -4.3009411e+00
   8.1000000e+01   2.9666667e+00  -4.6078741e+00
   6.0000000e+01   2.9666667e+00  -4.2142841e+00
   1.7500000e+02   2.9666667e+00  -4.7207213e+00
   1.9600000e+02   2.9666667e+00  -4.8823298e+00
